product_id,brand,listing_price,sale_price,discount,revenue,rating,reviews
EG3253,Adidas,49.99,49.99,0.0,6028.79,2.5,67.0
EG4314,Adidas,65.99,65.99,0.0,4276.15,3.8,36.0
EH1379,Adidas,55.99,55.99,0.0,4535.19,4.9,45.0
EH2586,Adidas,55.99,55.99,0.0,403.13,0.0,4.0
EG3698,Adidas,49.99,49.99,0.0,989.8,2.7,11.0
EH0165,Adidas,49.99,49.99,0.0,3149.37,2.8,35.0
EH1211,Adidas,55.99,55.99,0.0,8566.47,3.2,85.0
CK9665,Adidas,59.99,29.99,0.5,3886.7,4.9,72.0
CK9663,Adidas,59.99,29.99,0.5,3994.67,1.5,74.0
EG3953,Adidas,65.99,65.99,0.0,9146.21,2.9,77.0
EG4176,Adidas,49.99,49.99,0.0,1259.75,3.9,14.0
CI9916,Adidas,49.99,24.99,0.5,3778.49,0.0,84.0
EG4175,Adidas,49.99,49.99,0.0,8458.31,3.0,94.0
EG4004,Adidas,55.99,55.99,0.0,1713.29,2.5,17.0
CJ8068,Adidas,55.99,27.99,0.5,3022.92,2.6,60.0
EE9731,Adidas,55.99,27.99,0.5,4987.82,2.9,99.0
CK9591,Adidas,52.99,26.49,0.5,1668.87,2.4,35.0
CK9648,Adidas,45.99,22.99,0.5,1489.75,4.6,36.0
CK9602,Adidas,45.99,22.99,0.5,1531.13,2.9,37.0
F34491,Adidas,59.99,29.99,0.5,3184.94,3.0,59.0
CK9693,Adidas,49.99,24.99,0.5,3958.42,4.6,88.0
CJ8013,Adidas,49.99,24.99,0.5,3463.61,4.0,77.0
CL7567,Adidas,49.99,24.99,0.5,1394.44,3.8,31.0
CK9694,Adidas,49.99,24.99,0.5,2833.87,4.5,63.0
CL7604,Adidas,42.99,21.49,0.5,1315.19,2.8,34.0
CL7488,Adidas,39.99,19.99,0.5,2626.69,4.9,73.0
CK9436,Adidas,42.99,21.49,0.5,1585.96,1.0,41.0
CK9592,Adidas,52.99,26.49,0.5,95.36,1.5,2.0
CL7366,Adidas,37.99,22.79,0.4,3445.85,4.2,84.0
CK9661,Adidas,55.99,27.99,0.5,3526.74,2.6,70.0
CK9650,Adidas,45.99,22.99,0.5,1944.95,2.6,47.0
CL7415,Adidas,45.99,27.59,0.4,4668.23,4.3,94.0
CL7626,Adidas,45.99,27.59,0.4,2383.78,3.7,48.0
CJ7990,Adidas,55.99,27.99,0.5,1511.46,4.6,30.0
CL7534,Adidas,59.99,35.99,0.4,6348.64,4.5,98.0
CL7413,Adidas,45.99,27.59,0.4,198.65,3.8,4.0
CK9500,Adidas,45.99,22.99,0.5,1282.84,5.0,31.0
CL7369,Adidas,37.99,22.79,0.4,3240.74,4.1,79.0
EE8156,Adidas,59.99,35.99,0.4,6219.07,4.1,96.0
CL7607,Adidas,42.99,21.49,0.5,812.32,3.2,21.0
CL7385,Adidas,55.99,33.59,0.4,967.39,4.5,16.0
EE9856,Adidas,69.99,41.99,0.4,6122.14,4.3,81.0
EE8260,Adidas,55.99,33.59,0.4,2176.63,4.4,36.0
EE8448,Adidas,55.99,33.59,0.4,5743.89,2.8,95.0
EE8181,Adidas,69.99,41.99,0.4,2116.3,3.2,28.0
CK9682,Adidas,49.99,24.99,0.5,989.6,3.3,22.0
CL7377,Adidas,49.99,29.99,0.4,4426.52,4.5,82.0
CL7605,Adidas,42.99,21.49,0.5,270.77,2.5,7.0
EE9734,Adidas,55.99,33.59,0.4,1934.78,4.7,32.0
EF1053,Adidas,69.99,41.99,0.4,5290.74,4.2,70.0
EE7925,Adidas,65.99,39.59,0.4,1567.76,2.4,22.0
CL7614,Adidas,39.99,23.99,0.4,1986.37,2.8,46.0
EE9847,Adidas,69.99,41.99,0.4,1587.22,3.5,21.0
EG3289,Adidas,39.99,39.99,0.0,2447.39,2.8,34.0
CL7615,Adidas,39.99,23.99,0.4,3713.65,4.7,86.0
CL7276,Adidas,49.99,24.99,0.5,44.98,4.9,1.0
CL7453,Adidas,52.99,31.79,0.4,1144.44,4.0,20.0
CL7329,Adidas,47.99,28.79,0.4,51.82,4.2,1.0
CL7387,Adidas,55.99,33.59,0.4,1511.55,4.4,25.0
CM4762,Adidas,45.99,45.99,0.0,3062.93,2.4,37.0
CM4984,Adidas,24.99,24.99,0.0,4273.29,3.7,95.0
CM4691,Adidas,37.99,37.99,0.0,3624.25,3.4,53.0
CM4826,Adidas,29.99,29.99,0.0,2645.12,4.1,49.0
CM0015,Adidas,49.99,24.99,0.5,3553.58,4.1,79.0
EE8603,Adidas,79.99,47.99,0.4,7774.38,2.9,90.0
CL7496,Adidas,45.99,27.59,0.4,4171.61,4.2,84.0
EE8444,Adidas,55.99,33.59,0.4,1148.78,3.3,19.0
CM0014,Adidas,49.99,24.99,0.5,0.0,4.5,0.0
CM4737,Adidas,35.99,35.99,0.0,259.13,2.5,4.0
EF0440,Adidas,55.99,33.59,0.4,3809.11,3.7,63.0
EE9748,Adidas,59.99,35.99,0.4,2785.63,3.9,43.0
EG4223,Adidas,49.99,49.99,0.0,1889.62,3.1,21.0
CM0013,Adidas,49.99,24.99,0.5,1574.37,3.9,35.0
B44880,Adidas,69.99,41.99,0.4,1738.39,2.7,23.0
F34876,Adidas,69.99,41.99,0.4,3023.28,1.0,40.0
EE8836,Adidas,79.99,79.99,0.0,2015.75,0.0,14.0
EF0523,Adidas,55.99,33.59,0.4,5743.89,2.0,95.0
EH1858,Adidas,49.99,49.99,0.0,1799.64,3.6,20.0
EG3821,Adidas,55.99,55.99,0.0,2116.42,3.5,21.0
EF4458,Adidas,75.99,75.99,0.0,12036.82,3.2,88.0
EG3291,Adidas,39.99,39.99,0.0,5902.52,4.3,82.0
EF5928,Adidas,75.99,75.99,0.0,13541.42,2.2,99.0
EH1859,Adidas,49.99,49.99,0.0,4769.05,4.1,53.0
CM4828,Adidas,29.99,29.99,0.0,809.73,4.7,15.0
EG3295,Adidas,39.99,39.99,0.0,2519.37,3.4,35.0
CM4985,Adidas,24.99,24.99,0.0,2563.97,2.8,57.0
CM4964,Adidas,32.99,32.99,0.0,475.06,2.8,8.0
CM4690,Adidas,37.99,37.99,0.0,1777.93,4.9,26.0
EF4970,Adidas,79.99,79.99,0.0,3455.57,3.1,24.0
CM0010,Adidas,59.99,29.99,0.5,4048.65,5.0,75.0
EF6877,Adidas,79.99,79.99,0.0,2447.69,2.4,17.0
FW6635,Adidas,109.99,109.99,0.0,6731.39,3.2,34.0
CM4760,Adidas,45.99,45.99,0.0,5132.48,4.8,62.0
DB3258,Adidas,75.99,75.99,0.0,5197.72,3.5,38.0
EF4375,Adidas,119.99,119.99,0.0,3671.69,2.5,17.0
EE7159,Adidas,75.99,75.99,0.0,4513.81,4.4,33.0
CM4983,Adidas,24.99,24.99,0.0,3598.56,4.2,80.0
EE8925,Adidas,79.99,79.99,0.0,6479.19,4.1,45.0
G27722,Adidas,79.99,79.99,0.0,10366.7,3.1,72.0
EG2012,Adidas,89.99,89.99,0.0,2105.77,4.2,13.0
EG9825,Adidas,65.99,65.99,0.0,5701.54,0.0,48.0
EF4966,Adidas,79.99,79.99,0.0,10222.72,4.6,71.0
EH1389,Adidas,79.99,79.99,0.0,6623.17,3.1,46.0
EG9824,Adidas,65.99,65.99,0.0,10215.25,3.2,86.0
EF6058,Adidas,65.99,65.99,0.0,10571.6,3.5,89.0
EF6508,Adidas,79.99,79.99,0.0,4895.39,4.9,34.0
EG5475,Adidas,79.99,79.99,0.0,13390.33,1.0,93.0
EF5320,Adidas,89.99,89.99,0.0,14254.42,2.8,88.0
EF5642,Adidas,79.99,79.99,0.0,1007.87,4.8,7.0
EE7160,Adidas,75.99,75.99,0.0,12310.38,4.5,90.0
EF5547,Adidas,85.99,85.99,0.0,13620.82,2.9,88.0
EG7753,Adidas,75.99,75.99,0.0,2188.51,2.7,16.0
EF5549,Adidas,85.99,85.99,0.0,12227.78,5.0,79.0
EF5314,Adidas,89.99,89.99,0.0,1619.82,4.1,10.0
EF4933,Adidas,75.99,75.99,0.0,3282.77,2.9,24.0
EG9829,Adidas,89.99,89.99,0.0,1943.78,4.3,12.0
EG7876,Adidas,75.99,75.99,0.0,12857.51,4.7,94.0
EF4935,Adidas,75.99,75.99,0.0,11489.69,4.4,84.0
EF4983,Adidas,79.99,79.99,0.0,1871.77,4.8,13.0
EF4374,Adidas,119.99,119.99,0.0,20086.33,4.2,93.0
EH3522,Adidas,79.99,79.99,0.0,6191.23,5.0,43.0
EG0576,Adidas,79.99,79.99,0.0,9646.79,2.0,67.0
EF6507,Adidas,79.99,79.99,0.0,431.95,4.9,3.0
EF5386,Adidas,89.99,89.99,0.0,11824.69,5.0,73.0
CL7520,Adidas,52.99,31.79,0.4,5207.2,2.8,91.0
EG0578,Adidas,79.99,79.99,0.0,7631.05,2.9,53.0
EG6920,Adidas,79.99,79.99,0.0,4175.48,4.7,29.0
EG6846,Adidas,79.99,79.99,0.0,4031.5,4.1,28.0
EE9854,Adidas,69.99,41.99,0.4,4534.92,2.2,60.0
CL7456,Adidas,52.99,31.79,0.4,2059.99,4.6,36.0
EE9733,Adidas,55.99,33.59,0.4,2478.94,1.5,41.0
CL7333,Adidas,35.99,21.59,0.4,2720.34,4.3,70.0
EE9729,Adidas,55.99,33.59,0.4,5320.66,4.9,88.0
EG6845,Adidas,79.99,79.99,0.0,11086.61,4.8,77.0
EE8202,Adidas,69.99,41.99,0.4,7180.29,4.7,95.0
CL7361,Adidas,32.99,19.79,0.4,641.2,5.0,18.0
EE8265,Adidas,55.99,33.59,0.4,1511.55,2.0,25.0
EE8604,Adidas,79.99,47.99,0.4,6651.41,3.2,77.0
EF1052,Adidas,69.99,41.99,0.4,5139.58,4.7,68.0
EF1051,Adidas,69.99,41.99,0.4,4005.85,2.2,53.0
EE9732,Adidas,55.99,33.59,0.4,3809.11,3.6,63.0
EF0433,Adidas,55.99,33.59,0.4,2055.71,4.3,34.0
EE9895,Adidas,89.99,53.99,0.4,8454.83,4.9,87.0
EE8128,Adidas,59.99,35.99,0.4,2720.84,4.5,42.0
EE7928,Adidas,65.99,39.59,0.4,5558.44,1.0,78.0
EE9266,Adidas,89.99,53.99,0.4,777.46,4.8,8.0
CL9915,Adidas,24.99,14.99,0.4,620.59,4.6,23.0
CL7533,Adidas,59.99,35.99,0.4,5506.47,3.1,85.0
CM0012,Adidas,49.99,24.99,0.5,4453.22,2.4,99.0
CM0032,Adidas,45.99,22.99,0.5,2979.5,2.7,72.0
EE8200,Adidas,69.99,41.99,0.4,5215.16,4.4,69.0
CL7332,Adidas,35.99,21.59,0.4,3303.27,1.5,85.0
F37008,Adidas,79.99,39.99,0.5,2159.46,5.0,30.0
EE9728,Adidas,55.99,33.59,0.4,0.0,3.7,0.0
B75581,Adidas,49.99,24.99,0.5,3958.42,2.6,88.0
F34851,Adidas,55.99,27.99,0.5,3728.27,2.0,74.0
EF0434,Adidas,55.99,33.59,0.4,1451.09,4.9,24.0
CM0008,Adidas,59.99,29.99,0.5,5128.29,3.5,95.0
CL7487,Adidas,39.99,19.99,0.5,1403.3,2.7,39.0
EE8212,Adidas,69.99,41.99,0.4,2116.3,4.5,28.0
CL7465,Adidas,55.99,27.99,0.5,554.2,3.4,11.0
EE9758,Adidas,59.99,35.99,0.4,2202.59,3.5,34.0
CL7334,Adidas,35.99,21.59,0.4,3536.44,3.6,91.0
EE9735,Adidas,55.99,33.59,0.4,2539.4,3.1,42.0
CL9925,Adidas,29.99,14.99,0.5,2185.54,2.5,81.0
F34820,Adidas,79.99,39.99,0.5,4246.94,3.8,59.0
CM0023,Adidas,39.99,19.99,0.5,971.51,1.0,27.0
EF0584,Adidas,79.99,47.99,0.4,518.29,3.5,6.0
CL7307,Adidas,39.99,19.99,0.5,1691.15,2.6,47.0
BB7066,Adidas,59.99,29.99,0.5,2051.32,2.9,38.0
CM0033,Adidas,45.99,22.99,0.5,3434.71,2.5,83.0
CL9962,Adidas,27.99,16.79,0.4,2961.76,3.1,98.0
CK9685,Adidas,49.99,24.99,0.5,2518.99,3.5,56.0
CJ7959,Adidas,55.99,27.99,0.5,3123.68,3.8,62.0
CL7546,Adidas,55.99,27.99,0.5,755.73,4.4,15.0
CL7286,Adidas,42.99,21.49,0.5,2785.1,3.5,72.0
CJ8018,Adidas,45.99,22.99,0.5,289.67,4.6,7.0
CK9447,Adidas,45.99,22.99,0.5,1448.37,4.9,35.0
B96555,Adidas,79.99,39.99,0.5,1511.62,4.3,21.0
G28939,Adidas,149.99,74.99,0.5,6479.14,3.1,48.0
FV3428,Adidas,79.99,79.99,0.0,5759.28,4.4,40.0
FV3289,Adidas,79.99,79.99,0.0,3455.57,4.8,24.0
CK9528,Adidas,37.99,18.99,0.5,2221.83,5.0,65.0
CK9603,Adidas,45.99,22.99,0.5,1820.81,1.0,44.0
CL7566,Adidas,49.99,24.99,0.5,3373.65,2.9,75.0
FV3671,Adidas,139.99,139.99,0.0,21922.43,4.9,87.0
FV3335,Adidas,89.99,89.99,0.0,1781.8,3.3,11.0
FV3675,Adidas,129.99,129.99,0.0,467.96,3.7,2.0
EG8690,Adidas,55.99,39.19,0.3,4514.69,4.2,64.0
F36642,Adidas,55.99,39.19,0.3,3950.35,3.0,56.0
CG4045,Adidas,49.99,24.99,0.5,2563.97,2.6,57.0
CL7633,Adidas,26.99,18.89,0.3,102.01,4.4,3.0
FV3334,Adidas,89.99,89.99,0.0,11986.67,2.9,74.0
FV3361,Adidas,109.99,109.99,0.0,17026.45,3.8,86.0
EG5345,Adidas,75.99,75.99,0.0,7933.36,4.9,58.0
FV3353,Adidas,109.99,109.99,0.0,10691.03,4.2,54.0
FV3187,Adidas,75.99,75.99,0.0,3829.9,3.5,28.0
FV3631,Adidas,79.99,79.99,0.0,2015.75,1.5,14.0
FU7134,Adidas,99.99,99.99,0.0,12418.76,2.8,69.0
FV3374,Adidas,79.99,79.99,0.0,11230.6,4.1,78.0
FV3336,Adidas,89.99,89.99,0.0,5993.33,3.4,37.0
FU9352,Adidas,129.99,129.99,0.0,18718.56,2.7,80.0
FV3327,Adidas,79.99,79.99,0.0,4031.5,3.4,28.0
FU9350,Adidas,129.99,129.99,0.0,233.98,3.2,1.0
FW1646,Adidas,75.99,75.99,0.0,10258.65,2.2,75.0
FV3186,Adidas,75.99,75.99,0.0,10395.43,0.0,76.0
FV3294,Adidas,79.99,79.99,0.0,5615.3,4.0,39.0
FW9618,Adidas,79.99,79.99,0.0,11518.56,4.3,80.0
FV3352,Adidas,109.99,109.99,0.0,16234.52,4.1,82.0
FW1647,Adidas,75.99,75.99,0.0,7249.45,1.0,53.0
FW8423,Adidas,109.99,109.99,0.0,13660.76,3.7,69.0
EE6822,Adidas,65.99,39.59,0.4,4133.2,4.6,58.0
FV3290,Adidas,79.99,79.99,0.0,13102.36,4.1,91.0
FV3305,Adidas,89.99,89.99,0.0,12148.65,1.0,75.0
EE8081,Adidas,55.99,33.59,0.4,5864.81,3.2,97.0
B37680,Adidas,99.99,49.99,0.5,1259.75,4.0,14.0
CG6270,Adidas,139.99,69.99,0.5,3905.44,3.2,31.0
CQ2031,Adidas,159.99,79.99,0.5,1583.8,2.7,11.0
CG6037,Adidas,119.99,59.99,0.5,1835.69,4.8,17.0
EF3539,Adidas,65.99,39.59,0.4,2066.6,2.5,29.0
EE4919,Adidas,119.99,71.99,0.4,4924.12,4.2,38.0
FU9349,Adidas,129.99,129.99,0.0,11231.14,4.0,48.0
CL9960,Adidas,24.99,12.49,0.5,562.05,3.3,25.0
CL9968,Adidas,27.99,16.79,0.4,0.0,4.9,0.0
F33805,Adidas,119.99,59.99,0.5,539.91,2.9,5.0
EE6031,Adidas,75.99,45.59,0.4,492.37,2.2,6.0
BC0033,Adidas,65.99,32.99,0.5,1781.46,4.9,30.0
EE7030,Adidas,119.99,71.99,0.4,3628.3,4.5,28.0
EE4923,Adidas,129.99,77.99,0.4,5615.28,4.7,40.0
EE6089,Adidas,59.99,35.99,0.4,1619.55,4.1,25.0
EE6108,Adidas,59.99,35.99,0.4,4210.83,4.8,65.0
CQ2460,Adidas,89.99,44.99,0.5,7369.36,3.5,91.0
B37681,Adidas,75.99,45.59,0.4,7139.39,3.0,87.0
CQ2035,Adidas,99.99,49.99,0.5,3509.3,4.9,39.0
CG6618,Adidas,99.99,49.99,0.5,3689.26,2.7,41.0
FV3667,Adidas,139.99,139.99,0.0,9827.3,0.0,39.0
CQ2044,Adidas,79.99,39.99,0.5,5758.56,2.9,80.0
FW9617,Adidas,79.99,79.99,0.0,1727.78,2.8,12.0
CM4692,Adidas,37.99,37.99,0.0,0.0,4.0,0.0
B44619,Adidas,49.99,29.99,0.4,3022.99,4.2,56.0
CP9514,Adidas,59.99,24.0,0.6,3758.4,2.4,87.0
FV6058,Adidas,49.99,34.99,0.3,4093.83,4.2,65.0
G27720,Adidas,79.99,39.99,0.5,1799.55,4.2,25.0
CQ2333,Adidas,59.99,35.99,0.4,1749.11,3.6,27.0
FV6057,Adidas,49.99,34.99,0.3,6172.24,3.9,98.0
FV6056,Adidas,49.99,34.99,0.3,4156.81,4.3,66.0
EE5521,Adidas,79.99,47.99,0.4,3541.66,0.0,41.0
B37974,Adidas,119.99,59.99,0.5,8962.51,4.0,83.0
BD7575,Adidas,119.99,59.99,0.5,9286.45,2.0,86.0
EE7026,Adidas,119.99,71.99,0.4,6479.1,3.2,50.0
EE6256,Adidas,119.99,71.99,0.4,8941.16,4.6,69.0
CM4548,Adidas,24.99,17.49,0.3,1605.58,2.4,51.0
G54050,Adidas,99.99,49.99,0.5,6028.79,4.3,67.0
CI1741,Adidas,49.99,20.0,0.6,3564.0,2.9,99.0
EE6660,Adidas,109.99,65.99,0.4,1662.95,2.6,14.0
EE7243,Adidas,79.99,47.99,0.4,863.82,1.0,10.0
EE6668,Adidas,109.99,65.99,0.4,475.13,2.9,4.0
EE5086,Adidas,129.99,77.99,0.4,11511.32,4.4,82.0
CM0027,Adidas,49.99,29.99,0.4,377.87,4.9,7.0
EF8973,Adidas,89.99,53.99,0.4,5539.37,0.0,57.0
G28940,Adidas,189.99,76.0,0.6,9576.0,3.6,70.0
CJ8059,Adidas,59.99,29.99,0.5,3076.97,4.0,57.0
CI9941,Adidas,45.99,22.99,0.5,2400.16,2.8,58.0
CL4158,Adidas,26.99,18.89,0.3,2584.15,2.0,76.0
BB3293,Adidas,47.99,19.2,0.6,2833.92,4.6,82.0
EE5640,Adidas,75.99,45.59,0.4,820.62,4.1,10.0
CM0063,Adidas,12.99,7.79,0.4,729.14,3.6,52.0
CL9946,Adidas,27.99,16.79,0.4,997.33,0.0,33.0
CM0071,Adidas,12.99,7.79,0.4,911.43,4.5,65.0
CM0051,Adidas,14.99,8.99,0.4,16.18,5.0,1.0
CM0087,Adidas,14.99,8.99,0.4,485.46,2.0,30.0
CM0048,Adidas,14.99,8.99,0.4,1537.29,4.8,95.0
CM0062,Adidas,12.99,7.79,0.4,420.66,3.7,30.0
G28449,Adidas,79.99,39.99,0.5,3383.15,4.2,47.0
CM0086,Adidas,14.99,8.99,0.4,1165.1,2.4,72.0
CM0067,Adidas,14.99,8.99,0.4,275.09,2.8,17.0
CL7559,Adidas,45.99,22.99,0.5,2731.21,4.6,66.0
CJ7994,Adidas,45.99,22.99,0.5,2565.68,2.0,62.0
CM0059,Adidas,12.99,7.79,0.4,84.13,4.1,6.0
CL7462,Adidas,45.99,22.99,0.5,2358.77,2.4,57.0
CK9680,Adidas,49.99,24.99,0.5,3058.78,2.5,68.0
CM0024,Adidas,39.99,23.99,0.4,2634.1,3.7,61.0
CL9924,Adidas,29.99,17.99,0.4,2946.76,4.3,91.0
F34564,Adidas,45.99,22.99,0.5,2441.54,4.3,59.0
CJ7972,Adidas,52.99,26.49,0.5,3337.74,3.6,70.0
CL7283,Adidas,42.99,21.49,0.5,3171.92,3.2,82.0
CK9465,Adidas,39.99,19.99,0.5,1691.15,3.6,47.0
EE9514,Adidas,79.99,39.99,0.5,5974.51,1.5,83.0
CM0047,Adidas,15.99,9.59,0.4,776.79,4.9,45.0
G27026,Adidas,109.99,76.99,0.3,4296.04,2.4,31.0
F36338,Adidas,59.99,29.99,0.5,3832.72,3.7,71.0
CJ8077,Adidas,49.99,24.99,0.5,2204.12,3.9,49.0
CM0028,Adidas,49.99,29.99,0.4,2375.21,1.5,44.0
CL9939,Adidas,32.99,19.79,0.4,997.42,4.3,28.0
CM0056,Adidas,12.99,7.79,0.4,434.68,2.6,31.0
CL9916,Adidas,27.99,16.79,0.4,2145.76,5.0,71.0
CL9950,Adidas,27.99,16.79,0.4,483.55,1.0,16.0
EE9973,Adidas,75.99,45.59,0.4,6647.02,4.7,81.0
CL7359,Adidas,32.99,16.49,0.5,712.37,4.9,24.0
BB7614,Adidas,59.99,29.99,0.5,1835.39,4.2,34.0
CL9965,Adidas,27.99,16.79,0.4,60.44,2.9,2.0
CQ1176,Adidas,75.99,37.99,0.5,5538.94,4.5,81.0
CL9913,Adidas,24.99,14.99,0.4,1591.94,4.4,59.0
EE8115,Adidas,59.99,35.99,0.4,777.38,2.5,12.0
EE7497,Adidas,59.99,35.99,0.4,4340.39,5.0,67.0
F97209,Adidas,119.99,59.99,0.5,8854.52,2.4,82.0
EE8114,Adidas,59.99,35.99,0.4,64.78,3.9,1.0
CM0046,Adidas,15.99,9.59,0.4,1450.01,2.2,84.0
EF0133,Adidas,59.99,35.99,0.4,6413.42,4.6,99.0
EE9969,Adidas,75.99,45.59,0.4,6072.59,2.8,74.0
EG8062,Adidas,75.99,53.19,0.3,4308.39,1.0,45.0
EE9867,Adidas,65.99,39.59,0.4,997.67,1.0,14.0
EE6187,Adidas,39.99,23.99,0.4,259.09,4.0,6.0
EF1037,Adidas,59.99,35.99,0.4,1554.77,4.7,24.0
EE9833,Adidas,59.99,35.99,0.4,4469.96,2.8,69.0
EE9835,Adidas,59.99,35.99,0.4,64.78,2.5,1.0
B96508,Adidas,119.99,59.99,0.5,9934.34,5.0,92.0
AQ1136,Adidas,149.99,74.99,0.5,8773.83,3.4,65.0
CQ2029,Adidas,159.99,79.99,0.5,7631.05,2.8,53.0
EE9862,Adidas,65.99,39.59,0.4,2137.86,0.0,30.0
EE8325,Adidas,49.99,29.99,0.4,2537.15,2.8,47.0
BY2976,Adidas,109.99,44.0,0.6,2059.2,4.1,26.0
EE9970,Adidas,75.99,45.59,0.4,246.19,5.0,3.0
EE9840,Adidas,55.99,33.59,0.4,1995.25,4.6,33.0
EF0130,Adidas,59.99,35.99,0.4,4146.05,2.7,64.0
F34882,Adidas,59.99,29.99,0.5,2159.28,3.9,40.0
CQ2042,Adidas,79.99,39.99,0.5,3815.05,4.4,53.0
EF0135,Adidas,59.99,35.99,0.4,777.38,4.5,12.0
AQ1141,Adidas,79.99,32.0,0.6,3916.8,2.8,68.0
BD8017,Adidas,139.99,69.99,0.5,251.96,3.8,2.0
EF1036,Adidas,59.99,35.99,0.4,5636.03,4.6,87.0
FV3914,Adidas,89.99,89.99,0.0,13606.49,2.4,84.0
B28041,Adidas,89.99,44.99,0.5,4130.08,4.9,51.0
B37534,Adidas,99.99,49.99,0.5,7288.54,4.9,81.0
EF1899,Adidas,89.99,53.99,0.4,5247.83,3.5,54.0
EE5615,Adidas,59.99,35.99,0.4,5506.47,3.6,85.0
CQ2034,Adidas,99.99,49.99,0.5,1349.73,3.9,15.0
EF4457,Adidas,75.99,75.99,0.0,7112.66,3.9,52.0
CQ2530,Adidas,119.99,59.99,0.5,5831.03,0.0,54.0
EE8220,Adidas,45.99,27.59,0.4,2632.09,3.7,53.0
EE5182,Adidas,129.99,77.99,0.4,8001.77,2.2,57.0
AW4212,Adidas,49.99,34.99,0.3,3023.14,3.1,48.0
CG6025,Adidas,119.99,59.99,0.5,9178.47,0.0,85.0
EE5175,Adidas,129.99,77.99,0.4,9686.36,4.0,69.0
CG6142,Adidas,79.99,39.99,0.5,3239.19,4.2,45.0
EE5917,Adidas,129.99,77.99,0.4,11090.18,1.0,79.0
EE5567,Adidas,79.99,47.99,0.4,6996.94,3.8,81.0
DA8966,Adidas,99.99,49.99,0.5,1979.6,4.1,22.0
EE4679,Adidas,79.99,47.99,0.4,1468.49,2.9,17.0
F34751,Adidas,49.99,24.99,0.5,3013.79,3.7,67.0
EE4682,Adidas,79.99,47.99,0.4,7860.76,4.4,91.0
F36389,Adidas,149.99,74.99,0.5,1889.75,2.5,14.0
CK9720,Adidas,42.99,21.49,0.5,2359.6,4.6,61.0
CG3527,Adidas,119.99,59.99,0.5,2051.66,4.3,19.0
EF3533,Adidas,65.99,39.59,0.4,1639.03,3.1,23.0
CK9728,Adidas,29.99,14.99,0.5,2293.47,1.0,85.0
BB7218,Adidas,109.99,54.99,0.5,9205.33,3.7,93.0
BB2270,Adidas,119.99,48.0,0.6,6739.2,2.2,78.0
BB7235,Adidas,75.99,37.99,0.5,3487.48,2.4,51.0
BB7231,Adidas,75.99,37.99,0.5,1025.73,3.3,15.0
BB7219,Adidas,109.99,54.99,0.5,5345.03,4.7,54.0
CL4155,Adidas,26.99,18.89,0.3,340.02,4.2,10.0
EE5876,Adidas,65.99,39.59,0.4,285.05,3.9,4.0
EE5303,Adidas,129.99,77.99,0.4,3790.31,3.4,27.0
EE4938,Adidas,119.99,71.99,0.4,11791.96,2.5,91.0
EE5179,Adidas,129.99,77.99,0.4,11651.71,4.8,83.0
BZ0632,Adidas,169.99,68.0,0.6,9302.4,4.5,76.0
CM4550,Adidas,24.99,17.49,0.3,94.45,2.6,3.0
CL9934,Adidas,29.99,17.99,0.4,1392.43,2.6,43.0
CL7379,Adidas,49.99,29.99,0.4,4534.49,0.0,84.0
CL9919,Adidas,29.99,17.99,0.4,2849.62,3.0,88.0
G27860,Adidas,129.99,64.99,0.5,11113.29,4.1,95.0
CJ3412,Adidas,45.99,22.99,0.5,413.82,3.9,10.0
CL7631,Adidas,26.99,18.89,0.3,3128.18,4.2,92.0
CL7273,Adidas,49.99,29.99,0.4,161.95,3.8,3.0
CL7630,Adidas,26.99,18.89,0.3,1496.09,3.0,44.0
EE9848,Adidas,69.99,41.99,0.4,755.82,4.1,10.0
CL7617,Adidas,39.99,23.99,0.4,1813.64,3.5,42.0
BB9775,Adidas,39.99,23.99,0.4,43.18,4.6,1.0
B37343,Adidas,179.99,89.99,0.5,8423.06,2.4,52.0
G28225,Adidas,219.99,109.99,0.5,3761.66,4.0,19.0
DB3539,Adidas,139.99,69.99,0.5,11086.42,3.7,88.0
G26777,Adidas,159.99,79.99,0.5,3743.53,2.4,26.0
CJ0081,Adidas,45.99,22.99,0.5,455.2,4.1,11.0
EE8333,Adidas,69.99,41.99,0.4,4610.5,2.9,61.0
CQ1175,Adidas,75.99,37.99,0.5,2256.61,4.6,33.0
DA9306,Adidas,59.99,35.99,0.4,2720.84,1.0,42.0
F36163,Adidas,59.99,47.99,0.2,2764.22,4.2,32.0
CL7411,Adidas,45.99,22.99,0.5,2276.01,2.8,55.0
CL7444,Adidas,42.99,21.49,0.5,773.64,3.7,20.0
EE7879,Adidas,65.99,39.59,0.4,1140.19,2.0,16.0
EE9676,Adidas,59.99,35.99,0.4,3563.01,4.5,55.0
EE7600,Adidas,55.99,33.59,0.4,2539.4,2.4,42.0
EF0128,Adidas,65.99,39.59,0.4,5273.39,4.5,74.0
EG3489,Adidas,69.99,55.99,0.2,4635.97,4.0,46.0
CM4733,Adidas,45.99,36.79,0.2,3774.65,4.8,57.0
CM0025,Adidas,39.99,23.99,0.4,2979.56,2.6,69.0
CM4734,Adidas,45.99,36.79,0.2,2185.33,2.2,33.0
CM4736,Adidas,45.99,36.79,0.2,2052.88,4.3,31.0
CM4865,Adidas,47.99,38.39,0.2,5389.96,2.8,78.0
CM4909,Adidas,39.99,31.99,0.2,1209.22,4.3,21.0
